id,carat,cut,color,clarity,depth,table,x,y,z,price
342,1.71,Very Good,H,VVS2,61.2,62.0,7.59,7.65,4.66,960.86
343,1.13,Premium,F,SI2,58.3,61.0,6.88,6.78,3.98,830.03
344,0.44,Ideal,H,IF,61.9,54.0,4.9,4.95,3.05,707.07
345,0.72,Ideal,E,VVS2,62.0,56.0,5.74,5.77,3.57,826.2
346,2.14,Premium,I,SI1,61.3,61.0,8.32,8.28,5.09,967.49
347,1.51,Ideal,H,SI1,61.9,57.0,7.37,7.32,4.55,902.24
348,1.04,Premium,G,IF,60.7,58.0,6.65,6.52,4.0,908.4
349,1.35,Good,I,VS2,59.2,65.0,7.18,7.13,4.23,863.23
350,0.34,Premium,E,SI2,62.5,59.0,4.46,4.43,2.78,641.67
351,0.35,Very Good,H,SI1,61.3,55.0,4.55,4.58,2.8,622.26
352,0.3,Very Good,J,VS1,61.9,56.0,4.28,4.32,2.66,597.64
353,1.34,Premium,D,SI2,60.3,59.0,7.16,7.11,4.3,865.8
354,1.54,Ideal,J,VS2,62.7,56.0,7.32,7.36,4.6,904.53
355,0.39,Ideal,G,SI2,60.9,56.0,4.78,4.74,2.9,657.37
356,1.14,Very Good,G,SI2,62.4,60.0,6.6,6.67,4.14,849.19
357,0.33,Ideal,F,VS2,62.3,56.0,4.45,4.41,2.76,674.99
358,1.5,Ideal,D,SI2,63.0,56.0,7.3,7.25,4.58,922.25
359,0.23,Very Good,F,VVS2,60.3,58.0,3.99,4.03,2.42,627.29
360,0.78,Very Good,G,VS2,61.3,60.0,5.89,5.96,3.63,801.04
361,1.03,Premium,F,SI1,62.2,59.0,6.45,6.41,4.0,850.55
362,1.12,Ideal,F,SI1,61.7,56.0,6.64,6.68,4.11,896.34
363,0.85,Ideal,E,SI1,61.6,57.0,6.07,6.1,3.75,838.09
364,0.58,Ideal,F,VS2,62.4,57.0,5.31,5.33,3.32,749.44
365,0.73,Fair,I,I1,66.1,58.0,5.63,5.5,3.68,706.9
366,1.06,Very Good,I,SI1,60.2,59.0,6.62,6.67,4.0,841.34
367,0.79,Ideal,I,SI2,62.1,56.0,5.92,5.97,3.69,773.06
368,1.0,Premium,H,SI1,62.7,59.0,6.37,6.3,3.97,847.39
369,0.51,Ideal,G,VS1,62.7,54.0,5.08,5.1,3.19,741.22
370,0.31,Ideal,F,VVS2,62.4,55.0,4.33,4.36,2.71,663.46
371,0.38,Premium,E,VVS1,61.9,58.0,4.62,4.66,2.87,714.44
372,0.55,Ideal,I,VVS1,61.7,56.0,5.24,5.29,3.25,737.34
373,1.02,Ideal,H,SI2,58.8,57.0,6.61,6.55,3.87,805.26
374,0.54,Ideal,H,SI1,61.0,56.0,5.28,5.24,3.21,712.29
375,0.4,Ideal,D,VVS2,60.9,57.0,4.74,4.78,2.9,721.01
376,1.06,Very Good,G,I1,60.7,63.0,6.59,6.56,3.99,764.01
377,0.54,Ideal,G,VS1,61.3,57.0,5.28,5.25,3.23,752.13
378,0.35,Very Good,G,VS1,62.5,55.0,4.51,4.55,2.83,655.96
379,0.59,Good,J,IF,63.7,59.0,5.3,5.28,3.37,762.71
380,0.33,Ideal,F,VVS1,62.0,59.0,4.42,4.45,2.75,672.02
381,0.85,Ideal,I,VS1,61.9,56.0,6.08,6.1,3.77,817.41
382,0.71,Fair,F,SI1,57.0,68.0,6.05,5.87,3.4,769.53
383,0.7,Premium,J,VS2,61.2,60.0,5.7,5.73,3.5,751.91
384,1.12,Ideal,E,VVS1,61.5,56.0,6.7,6.76,4.13,957.55
385,1.73,Premium,G,VS1,62.8,57.0,7.72,7.57,4.8,962.58
386,0.32,Ideal,I,VS2,62.5,57.0,4.39,4.35,2.73,635.61
387,0.75,Very Good,G,VS2,63.4,56.0,5.78,5.74,3.65,794.02
388,1.0,Fair,F,SI1,65.4,59.0,6.27,6.2,4.08,847.6
389,1.22,Ideal,F,VVS2,61.9,53.0,6.9,6.92,4.28,936.99
390,1.01,Very Good,F,VVS1,62.8,59.0,6.37,6.43,4.02,915.63
391,0.33,Ideal,F,VS1,61.2,57.0,4.46,4.49,2.74,660.39
392,0.53,Ideal,E,VS2,61.5,56.0,5.23,5.18,3.2,749.61
393,0.51,Very Good,E,VS2,63.6,59.0,4.99,5.07,3.2,736.33
394,0.9,Very Good,I,SI1,62.3,56.0,6.12,6.18,3.83,810.41
395,1.22,Very Good,D,SI2,59.0,58.0,6.96,7.08,4.14,879.59
396,0.41,Ideal,E,VS1,62.2,55.0,4.79,4.76,2.97,693.73
397,0.7,Premium,G,VS2,59.4,59.0,5.79,5.76,3.43,788.5
398,1.01,Premium,H,SI1,59.5,59.0,6.56,6.52,3.89,847.03
399,0.93,Good,F,SI2,63.4,54.0,6.19,6.24,3.94,826.77
400,1.2,Very Good,E,VVS1,61.3,60.0,6.77,6.84,4.17,947.39
401,0.3,Ideal,D,VS2,62.8,57.0,4.29,4.25,2.68,681.45
402,0.86,Ideal,I,VS2,63.0,53.0,6.1,6.06,3.83,790.32
403,0.95,Premium,G,SI2,59.5,56.0,6.41,6.36,3.8,822.26
404,0.3,Very Good,H,VS2,62.6,58.0,4.22,4.28,2.66,615.91
405,0.62,Premium,G,VVS2,59.2,59.0,5.58,5.56,3.3,778.28
406,0.54,Ideal,E,VS2,62.2,55.0,5.21,5.24,3.25,746.97
407,0.72,Very Good,H,SI2,63.3,57.0,5.7,5.67,3.6,743.72
408,0.26,Ideal,H,VS1,62.3,54.0,4.07,4.11,2.55,617.79
409,0.5,Very Good,D,VS1,59.8,58.0,5.12,5.14,3.07,754.59
410,0.5,Good,D,SI2,63.7,60.0,5.09,5.02,3.22,682.98
411,0.41,Premium,D,VVS2,61.2,62.0,4.82,4.78,2.94,721.23
412,0.39,Ideal,G,VS2,62.0,57.0,4.68,4.74,2.92,670.44
413,0.34,Ideal,H,VVS2,61.8,54.0,4.49,4.47,2.77,677.99
414,0.33,Very Good,H,SI1,63.0,58.0,4.4,4.42,2.78,616.33
415,0.7,Fair,F,I1,65.4,59.0,5.6,5.49,3.63,689.97
416,0.5,Good,F,SI2,57.7,62.0,5.22,5.18,3.0,689.16
417,1.25,Ideal,E,SI2,62.3,57.0,6.83,6.88,4.27,880.54
418,0.31,Ideal,G,VVS2,60.9,56.0,4.4,4.43,2.69,653.23
419,1.44,Premium,G,VS1,61.8,57.0,7.21,7.09,4.42,935.77
420,0.31,Ideal,G,IF,62.5,56.0,4.33,4.37,2.71,676.96
421,0.41,Very Good,F,VVS1,63.7,54.0,4.71,4.74,3.01,706.39
422,1.0,Ideal,G,VS2,62.3,56.0,6.38,6.36,3.97,866.97
423,0.38,Good,F,VS2,56.2,61.0,4.84,4.87,2.73,677.19
424,0.56,Very Good,G,VS2,62.6,58.0,5.22,5.32,3.31,738.09
425,0.5,Good,H,VVS2,66.1,58.0,4.87,4.9,3.23,710.17
426,1.21,Premium,G,VVS1,60.1,61.0,6.92,6.85,4.14,910.53
427,0.7,Good,H,VVS2,63.8,57.0,5.61,5.51,3.55,786.63
428,1.51,Good,I,VS1,64.0,60.0,7.1,7.19,4.57,910.22
429,0.42,Ideal,H,SI1,62.2,57.0,4.8,4.78,2.98,680.02
430,0.37,Good,G,SI2,63.3,55.0,4.58,4.61,2.91,618.83
431,1.65,Ideal,J,SI1,62.5,56.0,7.59,7.54,4.73,902.81
432,0.35,Ideal,G,VS1,61.9,55.0,4.51,4.53,2.8,655.96
433,0.41,Ideal,G,VS2,61.6,54.0,4.81,4.84,2.97,680.24
434,0.53,Ideal,E,SI1,62.0,55.0,5.21,5.17,3.22,738.21
435,0.31,Ideal,F,VS2,62.3,57.0,4.34,4.3,2.69,668.71
436,0.78,Ideal,D,SI1,61.1,57.0,5.95,5.97,3.64,807.53
437,1.54,Ideal,G,VS2,61.4,57.0,7.47,7.42,4.57,955.41
438,0.71,Good,G,SI1,62.3,56.0,5.68,5.72,3.55,771.91
439,0.9,Ideal,G,VS2,62.0,57.0,6.19,6.22,3.85,842.53
440,1.01,Very Good,E,SI1,58.2,59.0,6.54,6.59,3.82,854.33
441,0.57,Premium,J,VS1,62.2,58.0,5.34,5.3,3.31,738.15
442,0.9,Good,G,SI1,63.8,61.0,6.09,6.05,3.87,823.59
443,0.5,Very Good,G,VS1,62.9,55.0,5.06,5.09,3.19,737.27
444,1.06,Very Good,H,SI1,62.8,58.0,6.47,6.49,4.07,847.32
445,2.0,Very Good,G,SI1,63.0,55.0,7.96,8.1,5.06,978.27
446,1.51,Ideal,G,VVS2,62.3,55.0,7.29,7.35,4.56,958.99
447,1.22,Premium,I,VS2,60.3,59.0,6.93,6.87,4.16,873.5
448,0.31,Ideal,E,SI2,59.5,61.0,4.42,4.45,2.64,604.26
449,0.24,Ideal,F,IF,61.0,57.0,4.04,4.07,2.47,651.91
450,1.29,Ideal,G,VS2,62.5,57.0,6.89,6.92,4.35,905.74
451,1.54,Premium,H,VS2,60.3,60.0,7.47,7.45,4.5,911.39
452,1.02,Fair,E,VS2,66.6,57.0,6.09,6.14,4.07,858.49
453,1.79,Ideal,J,VS2,61.8,56.0,7.74,7.85,4.82,927.41
454,2.03,Premium,F,SI2,60.9,59.0,8.15,8.11,4.95,939.44
455,1.04,Ideal,F,SI2,62.1,57.0,6.46,6.48,4.02,844.85
456,0.3,Ideal,G,SI2,61.7,57.0,4.26,4.3,2.64,594.54
457,1.03,Very Good,H,VS1,61.9,59.0,6.44,6.49,4.0,874.74
458,1.25,Premium,J,SI1,62.0,61.0,6.86,6.84,4.25,834.28
459,1.11,Very Good,J,SI1,62.0,58.0,6.57,6.62,4.09,826.9
460,0.3,Ideal,H,SI1,61.9,54.0,4.31,4.34,2.68,624.22
461,0.36,Premium,G,IF,61.0,59.0,4.55,4.6,2.79,697.91
462,1.0,Fair,D,SI2,69.3,58.0,5.96,5.87,4.1,799.77
463,1.57,Ideal,I,VS2,61.5,56.0,7.56,7.49,4.63,921.96
464,0.4,Ideal,H,SI2,62.2,56.0,4.71,4.75,2.94,639.02
465,1.25,Ideal,I,VS1,61.4,58.0,6.89,6.93,4.24,885.96
466,2.48,Premium,I,SI1,61.0,60.0,8.68,8.61,5.27,972.41
467,1.01,Very Good,G,VS2,61.6,56.0,6.4,6.46,3.96,867.23
468,1.09,Very Good,H,SI2,60.9,57.0,6.64,6.69,4.06,837.77
469,1.51,Fair,H,SI2,65.5,56.0,7.18,7.13,4.69,882.7
470,0.34,Ideal,F,VS2,61.6,57.0,4.53,4.47,2.77,677.99
471,1.02,Premium,D,SI1,62.3,59.0,6.38,6.42,3.99,868.1
472,1.12,Ideal,G,VVS2,61.5,57.0,6.65,6.67,4.1,924.04
473,0.51,Good,D,SI2,63.8,56.0,5.09,5.07,3.24,714.52
474,1.31,Ideal,G,VVS2,60.9,56.0,7.17,7.07,4.32,935.28
475,0.72,Ideal,F,VS2,62.2,56.0,5.75,5.73,3.57,799.16
476,0.71,Premium,G,IF,61.9,58.0,5.74,5.77,3.56,817.33
477,0.36,Ideal,G,VS1,61.5,58.0,4.59,4.61,2.83,658.62
478,0.52,Ideal,D,SI1,62.4,56.0,5.17,5.12,3.21,745.01
479,0.31,Ideal,G,VS2,62.4,54.0,4.36,4.39,2.73,629.89
480,0.31,Ideal,D,VVS2,61.9,56.0,4.37,4.39,2.71,664.12
481,0.52,Ideal,D,SI1,61.8,57.0,5.19,5.14,3.19,745.01
482,0.52,Very Good,E,VS1,61.8,60.0,5.14,5.18,3.19,761.13
483,1.12,Good,F,VS2,63.8,57.0,6.59,6.61,4.21,884.29
484,0.9,Good,E,SI2,64.1,57.0,6.09,6.07,3.9,803.4
485,0.25,Very Good,F,VS1,59.7,57.0,4.13,4.21,2.49,607.76
486,0.31,Premium,F,VS2,61.8,59.0,4.31,4.33,2.67,643.78
487,0.31,Good,F,SI1,63.1,57.0,4.28,4.31,2.71,624.61
488,0.9,Premium,E,VS2,62.9,58.0,6.15,6.12,3.86,837.42
489,1.71,Ideal,H,SI1,61.8,57.0,7.74,7.69,4.76,950.87
490,0.67,Premium,G,SI1,60.5,60.0,5.69,5.65,3.43,755.7
491,0.32,Good,F,SI2,63.5,56.0,4.35,4.37,2.77,604.26
492,0.74,Premium,E,VS1,62.8,59.0,5.76,5.68,3.59,811.88
493,0.41,Ideal,E,VS1,61.2,56.0,4.82,4.89,2.97,704.23
494,1.71,Premium,H,VVS2,61.4,59.0,7.67,7.77,4.74,959.77
495,0.38,Premium,J,SI1,61.3,59.0,4.62,4.68,2.85,624.03
496,1.11,Premium,F,VS1,60.7,59.0,6.64,6.61,4.02,893.89
497,0.3,Ideal,E,VS2,62.4,56.0,4.33,4.26,2.68,673.82
498,1.71,Fair,F,SI2,64.9,57.0,7.51,7.41,4.84,907.27
499,0.53,Ideal,H,VS1,61.9,55.0,5.18,5.21,3.22,745.65
500,0.8,Fair,G,SI2,61.2,58.0,5.96,5.93,3.64,771.69
501,2.43,Ideal,I,SI2,62.3,59.0,8.54,8.61,5.34,979.01
502,1.34,Fair,G,SI2,64.7,55.0,7.03,6.97,4.53,853.82
503,1.0,Premium,E,SI2,62.6,60.0,6.35,6.33,3.97,832.26
504,1.03,Very Good,F,SI1,60.6,63.0,6.47,6.5,3.93,856.43
505,0.4,Very Good,H,VS1,63.4,58.0,4.74,4.66,2.98,691.47
506,0.7,Premium,H,VVS1,59.2,60.0,5.87,5.78,3.45,795.16
507,0.34,Premium,J,VS1,61.7,58.0,4.47,4.41,2.74,635.26
508,0.57,Ideal,E,VVS2,62.3,54.0,5.3,5.35,3.32,786.9
509,1.01,Ideal,G,VS2,62.0,57.0,6.4,6.44,3.98,874.75
510,1.59,Premium,E,SI2,60.5,59.0,7.59,7.55,4.58,911.4
511,1.04,Very Good,D,VVS2,60.8,58.0,6.49,6.53,3.96,922.33
512,1.3,Ideal,J,VS1,62.3,57.0,7.06,6.97,4.37,875.37
513,1.62,Ideal,G,VS1,62.7,56.0,7.44,7.51,4.69,963.21
514,1.01,Very Good,D,VS1,63.1,59.0,6.37,6.34,4.01,899.97
515,0.9,Very Good,G,VVS1,63.3,58.0,6.05,6.14,3.86,845.47
516,1.51,Premium,I,SI2,58.7,59.0,7.53,7.49,4.41,889.45
517,0.72,Very Good,G,SI1,62.8,59.0,5.69,5.74,3.59,772.53
518,0.5,Premium,E,VS2,61.0,59.0,5.13,5.07,3.11,736.71
519,0.72,Very Good,E,SI2,59.9,57.0,5.85,5.9,3.52,785.28
520,0.71,Ideal,G,VS1,62.9,58.0,5.66,5.69,3.57,794.45
521,0.55,Very Good,E,VS2,62.1,60.0,5.19,5.24,3.24,746.39
522,0.71,Very Good,F,SI2,61.6,59.0,5.7,5.76,3.53,775.19
523,0.24,Ideal,G,VVS1,62.1,56.0,3.97,4.0,2.47,632.61
524,1.66,Ideal,E,SI2,62.7,56.0,7.45,7.63,4.73,928.3
525,1.11,Ideal,I,SI1,61.4,60.0,6.61,6.65,4.07,848.65
526,0.71,Ideal,J,VS1,62.3,55.0,5.7,5.73,3.56,764.25
527,0.7,Premium,D,SI2,58.3,61.0,5.74,5.7,3.33,768.11
528,1.35,Ideal,G,IF,62.2,57.0,7.07,7.11,4.41,958.99
529,0.41,Ideal,H,SI1,61.5,55.0,4.78,4.81,2.95,663.73
530,0.42,Premium,E,VS2,61.9,59.0,4.81,4.75,2.96,693.15
531,0.23,Very Good,E,VS2,62.4,60.0,3.9,3.92,2.44,599.15
532,1.52,Very Good,F,VS2,62.7,59.0,7.3,7.33,4.59,955.15
533,0.79,Very Good,E,VS1,62.2,55.0,5.95,6.01,3.72,824.98
534,0.52,Ideal,G,SI1,61.2,55.0,5.2,5.23,3.19,742.36
535,0.81,Good,I,VS1,59.4,56.0,5.97,6.11,3.59,802.03
536,0.5,Premium,G,VVS2,59.6,60.0,5.15,5.18,3.08,751.64
537,1.11,Ideal,F,VS2,61.6,57.0,6.65,6.67,4.1,895.42
538,0.84,Premium,F,VVS2,60.4,62.0,6.15,6.1,3.7,835.3
539,0.31,Ideal,G,IF,61.0,56.0,4.37,4.39,2.67,682.87
540,0.3,Very Good,E,VVS1,62.1,57.0,4.27,4.3,2.66,675.93
541,0.41,Ideal,J,VS1,62.7,57.0,4.75,4.72,2.97,672.14
542,0.58,Ideal,I,VVS1,62.1,56.0,5.32,5.34,3.31,742.65
543,2.03,Premium,J,SI2,62.7,59.0,8.08,8.02,5.05,942.38
544,0.31,Ideal,E,VS1,60.1,55.0,4.42,4.53,2.69,645.83
545,0.38,Ideal,H,VS2,62.2,54.0,4.64,4.68,2.9,655.54
546,0.29,Ideal,E,VS1,60.6,55.0,4.33,4.35,2.63,642.81
547,1.03,Very Good,F,SI2,60.2,55.0,6.53,6.59,3.95,826.95
548,0.4,Ideal,J,VVS1,61.9,56.0,4.74,4.79,2.95,703.53
549,0.57,Premium,I,VS1,61.6,58.0,5.33,5.28,3.27,710.0
550,0.34,Premium,H,VS2,61.1,58.0,4.5,4.47,2.74,653.52
551,1.0,Premium,E,SI2,62.9,61.0,6.3,6.23,3.94,814.61
552,0.41,Ideal,G,VVS2,61.7,55.0,4.81,4.85,2.98,708.92
553,0.71,Good,I,VVS1,63.4,57.0,5.67,5.71,3.61,784.35
554,0.38,Ideal,E,VVS2,61.9,57.0,4.65,4.63,2.87,706.99
555,0.93,Very Good,G,SI2,60.8,62.0,6.29,6.34,3.84,820.08
556,0.31,Premium,E,VS1,58.9,59.0,4.5,4.47,2.64,683.52
557,1.07,Premium,F,SI1,61.7,58.0,6.54,6.61,4.06,852.56
558,1.01,Ideal,G,SI2,62.1,57.0,6.48,6.44,4.01,837.79
559,0.42,Very Good,G,VS2,60.1,61.0,4.79,4.86,2.9,674.17
560,0.4,Premium,E,VS1,61.2,59.0,4.72,4.76,2.9,695.94
561,0.91,Premium,J,VS2,61.6,58.0,6.28,6.23,3.85,802.55
562,0.3,Premium,H,SI2,60.2,62.0,4.37,4.34,2.62,601.62
563,0.55,Premium,G,VS2,59.6,59.0,5.32,5.36,3.18,727.79
564,0.32,Premium,H,VVS2,61.6,55.0,4.44,4.42,2.73,671.9
565,1.13,Very Good,F,SI2,62.3,59.0,6.65,6.68,4.15,836.22
566,0.32,Ideal,I,VVS1,62.4,55.0,4.34,4.38,2.72,637.84
567,0.7,Ideal,D,SI2,60.4,56.0,5.78,5.81,3.5,784.42
568,1.72,Premium,G,VS2,61.1,58.0,7.73,7.69,4.71,967.7
569,0.82,Very Good,E,SI2,63.3,56.0,5.99,5.95,3.78,799.8
570,1.08,Very Good,F,SI2,62.6,56.0,6.55,6.61,4.12,839.09
571,0.63,Premium,E,SI1,58.8,59.0,5.68,5.62,3.32,752.08
572,0.51,Very Good,G,VS2,62.9,54.0,5.08,5.12,3.21,727.1
573,0.43,Premium,E,SI1,61.5,60.0,4.78,4.85,2.96,660.53
574,0.35,Premium,E,SI1,60.8,60.0,4.57,4.51,2.76,666.95
575,1.03,Ideal,D,SI1,61.3,56.0,6.48,6.54,3.99,879.63
576,2.01,Ideal,I,SI1,62.3,57.0,8.04,8.08,5.02,966.01
577,0.94,Ideal,D,SI2,62.2,56.0,6.24,6.27,3.89,854.77
578,0.4,Ideal,E,VVS2,62.6,54.0,4.71,4.74,2.96,700.85
579,0.7,Ideal,E,VS2,61.0,56.0,5.74,5.78,3.52,816.17
580,0.42,Ideal,D,VS2,62.1,54.0,4.8,4.83,2.99,693.83
581,1.5,Good,H,VS2,63.9,60.0,7.22,7.17,4.6,929.52
582,2.0,Premium,H,SI2,62.5,58.0,8.14,8.03,5.05,946.81
583,1.51,Premium,H,VS2,62.9,59.0,7.31,7.25,4.58,932.97
584,0.41,Premium,H,SI1,60.5,58.0,4.85,4.81,2.92,677.54
585,0.23,Very Good,G,VVS1,61.3,59.0,3.94,3.96,2.42,602.59
586,0.3,Premium,D,VS2,60.6,59.0,4.28,4.36,2.62,656.53
587,0.9,Premium,G,VS2,62.1,59.0,6.15,6.09,3.8,835.51
588,0.34,Ideal,G,VS2,61.5,55.0,4.47,4.5,2.76,639.02
589,1.25,Ideal,I,SI2,63.3,56.0,6.87,6.83,4.34,857.4
590,0.36,Premium,F,SI1,61.6,60.0,4.54,4.61,2.82,639.69
591,1.01,Good,I,VS1,63.8,57.0,6.31,6.23,4.0,829.8
592,1.71,Premium,I,VS2,61.5,58.0,7.74,7.54,4.7,911.78
593,0.46,Good,F,VS1,59.9,61.9,5.02,5.06,3.01,706.3
594,1.2,Ideal,G,VS1,61.9,58.0,6.76,6.8,4.2,917.21
595,2.02,Ideal,G,VS2,61.7,53.0,8.14,8.04,4.99,980.24
596,1.7,Good,H,VVS2,63.1,57.0,7.52,7.61,4.77,955.72
597,0.57,Ideal,G,VS1,60.3,57.0,5.4,5.42,3.26,753.69
598,0.32,Ideal,D,SI2,59.8,57.0,4.4,4.46,2.65,616.75
599,0.33,Premium,H,VS1,61.0,59.0,4.45,4.5,2.73,636.13
600,1.23,Ideal,G,SI1,61.4,56.0,6.94,6.91,4.25,878.09
601,0.25,Very Good,E,VVS2,62.2,57.0,4.02,4.12,2.53,630.63
602,0.59,Premium,E,SI1,61.8,60.0,5.39,5.33,3.31,748.94
603,0.55,Premium,F,VS2,62.7,58.0,5.28,5.25,3.3,777.32
604,2.02,Premium,H,SI1,61.1,60.0,8.19,8.11,4.98,976.93
605,0.38,Ideal,F,VS2,62.2,57.0,4.6,4.63,2.87,668.46
606,1.2,Premium,E,SI2,60.4,58.0,6.95,6.89,4.18,866.2
607,0.33,Ideal,D,VS2,62.1,56.0,4.44,4.48,2.77,666.06
608,0.97,Very Good,F,SI2,59.9,59.0,6.38,6.45,3.84,830.97
609,0.8,Ideal,E,VS2,62.2,57.0,5.98,5.95,3.71,818.42
610,0.9,Premium,E,VS2,62.6,59.0,6.14,6.06,3.82,845.25
611,1.75,Premium,D,SI2,60.6,60.0,7.78,7.74,4.7,950.93
612,1.5,Good,H,VS2,63.9,59.0,7.25,7.18,4.61,900.76
613,1.0,Premium,D,SI2,62.4,58.0,6.33,6.36,3.96,846.17
614,0.54,Ideal,I,VS1,63.1,55.0,5.18,5.22,3.27,728.14
615,1.1,Premium,H,SI1,62.0,58.0,6.68,6.6,4.12,856.92
616,0.24,Premium,E,VVS1,60.7,58.0,4.03,4.01,2.44,656.53
617,1.2,Premium,H,SI1,62.2,58.0,6.78,6.72,4.2,865.63
618,0.7,Premium,E,SI2,63.0,58.0,5.69,5.64,3.57,775.58
619,0.5,Premium,I,SI1,61.7,58.0,5.15,5.09,3.16,696.51
620,0.33,Ideal,E,VS2,61.6,57.0,4.44,4.46,2.74,658.34
621,0.58,Very Good,E,SI2,63.1,58.0,5.29,5.32,3.35,711.8
622,0.32,Ideal,D,SI1,62.7,54.0,4.35,4.39,2.74,637.84
623,1.01,Ideal,F,SI1,60.0,56.0,6.55,6.49,3.91,857.05
624,2.51,Ideal,H,SI2,62.0,57.0,8.72,8.67,5.39,975.05
625,0.53,Ideal,J,SI1,61.4,56.0,5.2,5.23,3.2,694.89
626,0.35,Premium,E,VS2,60.4,60.0,4.55,4.52,2.74,689.16
627,0.74,Very Good,G,VS1,60.9,59.0,5.9,5.86,3.58,812.83
628,0.34,Ideal,E,VS2,62.6,55.0,4.45,4.43,2.78,686.28
629,0.86,Ideal,I,VVS2,61.4,58.0,6.07,6.1,3.74,817.3
630,0.7,Very Good,H,SI2,63.3,56.0,5.64,5.68,3.58,754.43
631,2.01,Very Good,I,VS2,63.8,59.0,7.89,7.85,5.02,976.55
632,0.3,Ideal,E,VS2,62.4,57.0,4.29,4.33,2.69,648.92
633,0.4,Ideal,D,VS1,60.6,56.0,4.78,4.82,2.91,691.08
634,0.7,Ideal,F,VVS1,62.4,55.0,5.65,5.69,3.54,837.59
635,0.7,Premium,D,SI2,62.1,60.0,5.73,5.71,3.55,774.89
636,0.41,Ideal,F,VVS2,62.5,56.0,4.72,4.75,2.96,701.66
637,0.31,Premium,H,SI2,59.5,59.0,4.39,4.45,2.63,596.61
638,0.23,Good,F,VVS2,64.5,55.0,3.83,3.86,2.48,605.21
639,0.65,Ideal,H,SI1,61.5,55.0,5.59,5.63,3.45,755.38
640,0.62,Ideal,H,IF,60.5,58.0,5.48,5.52,3.33,782.44
641,2.17,Ideal,H,SI2,62.0,56.0,8.25,8.29,5.13,978.72
642,0.34,Ideal,E,VS2,62.4,55.0,4.48,4.53,2.81,661.34
643,0.96,Premium,I,VS2,60.6,60.0,6.4,6.47,3.9,826.26
644,0.9,Good,F,SI2,61.3,59.0,6.12,6.15,3.76,819.45
645,0.3,Very Good,D,VS2,62.8,57.0,4.29,4.31,2.7,656.53
646,1.72,Premium,H,VS1,59.3,59.0,7.86,7.82,4.65,957.6
647,0.32,Good,D,SI2,63.9,58.0,4.31,4.33,2.76,616.75
648,0.7,Ideal,E,SI1,60.6,57.0,5.71,5.77,3.48,783.87
649,1.2,Good,D,SI2,62.2,65.0,6.75,6.7,4.18,875.53
650,1.24,Ideal,J,VS2,62.1,56.0,6.86,6.9,4.27,880.07
651,0.66,Very Good,H,VS1,61.6,58.1,5.54,5.58,3.42,758.98
652,0.52,Ideal,D,VS2,61.8,55.0,5.19,5.16,3.2,755.96
653,1.02,Premium,H,SI2,62.7,59.0,6.41,6.34,4.0,840.18
654,0.51,Ideal,G,VS1,59.7,57.0,5.25,5.2,3.12,748.49
655,0.78,Ideal,G,SI2,61.5,56.0,5.94,5.97,3.66,790.32
656,0.52,Ideal,E,VS2,60.9,57.0,5.21,5.23,3.18,743.19
657,2.01,Premium,H,VS2,61.1,61.0,8.14,8.09,4.96,967.46
658,1.02,Premium,H,SI2,62.4,59.0,6.42,6.37,3.99,829.35
659,2.15,Good,G,SI2,63.8,58.0,8.23,8.08,5.2,949.68
660,1.06,Good,I,VS1,57.5,62.0,6.71,6.83,3.9,857.41
661,0.52,Ideal,D,VS2,61.8,57.0,5.2,5.16,3.2,755.96
662,0.7,Ideal,H,VVS1,61.5,57.0,5.69,5.73,3.51,816.54
663,0.3,Ideal,F,VS2,61.7,58.0,4.28,4.31,2.65,635.09
664,1.01,Fair,I,SI1,65.5,58.0,6.28,6.24,4.1,809.56
665,0.73,Fair,J,VS1,64.6,60.0,5.68,5.59,3.64,749.67
666,1.56,Ideal,I,SI1,61.4,56.0,7.47,7.42,4.57,908.91
667,3.0,Premium,I,SI2,60.7,59.0,9.3,9.14,5.6,973.92
668,0.72,Very Good,D,SI2,59.8,60.0,5.76,5.81,3.46,773.81
669,0.8,Ideal,G,SI2,62.2,57.0,5.93,5.96,3.7,788.5
670,0.91,Very Good,F,SI2,61.6,59.0,6.14,6.24,3.81,820.33
671,0.39,Ideal,F,VS2,62.1,53.0,4.73,4.77,2.95,671.9
672,1.16,Premium,H,SI2,61.8,58.0,6.81,6.75,4.19,849.13
673,2.01,Premium,H,VS2,60.1,61.0,8.14,8.06,4.87,974.5
674,0.23,Good,F,VVS2,62.3,61.0,3.93,3.94,2.45,605.21
675,1.0,Premium,H,SI2,59.8,61.0,6.24,6.17,3.71,811.97
676,0.35,Ideal,I,VS1,61.6,56.0,4.54,4.58,2.81,631.35
677,0.32,Ideal,E,VS2,61.5,55.0,4.43,4.38,2.71,680.24
678,0.35,Premium,E,VS2,60.7,60.0,4.55,4.58,2.77,664.25
679,2.08,Good,I,SI2,57.0,63.0,8.49,8.45,4.83,933.37
680,0.7,Very Good,D,VS2,63.3,56.0,5.6,5.58,3.54,794.66
681,1.0,Ideal,G,VS2,62.3,54.0,6.42,6.38,3.99,874.39
682,0.99,Fair,J,SI1,58.0,67.0,6.57,6.5,3.79,798.92
683,1.54,Premium,G,VS2,61.6,59.0,7.46,7.4,4.58,941.8
684,0.94,Very Good,F,SI2,62.6,57.0,6.25,6.27,3.92,827.84
